date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2025-12-01,82.2,,,,15308,67,106.925,6.09,
2025-12-02,81.6,,,,16137,63,95.7121,8.18,
2025-12-03,82.7,,,,13385,63,110.359,7.40,
2025-12-04,82.2,,,,12694,65,152.997,7.60,
2025-12-05,81.8,,,,21581,66,69,7.82,
2025-12-06,82.2,,,,1904,67,73,5.72,
2025-12-07,83.1,,,,2340,64,77,7.10,
2025-12-08,82.8,,,,2750,66,69,6.37,
2025-12-09,82.1,,,,15136,64,76,5.23,
2025-12-10,82.2,,,,14005,63,65,6.86,
2025-12-11,81.7,,,,6089,69,69,6.55,
2025-12-12,,,,,8526,70,82,,
2025-12-13,,,,,8488,66,85,,
2025-12-14,,,,,15224,72,87,7.55,
2025-12-15,,,,,19209,66,89,4.34,
2025-12-16,,,,,13074,73,85,7.37,
2025-12-17,,,,,18031,70,90,6.14,
2025-12-18,,,,,8609,67,88,5.59,
2025-12-19,,,,,11830,73,92,6.25,
2025-12-20,,,,,25556,65,82,4.93,
2025-12-21,,,,,24309,67,61,7.41,
2025-12-22,,,,,19594,60,74,5.36,
2025-12-23,,,,,6041,66,83,9.13,
2025-12-24,,,,,21282,59,83,5.06,
2025-12-25,,,,,15465,63,77,6.87,
2025-12-26,,,,,25321,60,116,5.93,
2025-12-27,,,,,9959,66,78,8.11,
2025-12-28,,,,,13346,62,76,8.06,
2025-12-29,,,,,5992,63,74,7.02,
2025-12-30,,,,,10042,68,71,5.21,
2025-12-31,,,,,12550,85,100,4.04,
