date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2021-04-01,,,,,4170,,,,
2021-04-02,83.8,28.4,60.0,,11627,,,,
2021-04-03,84.0,,,,10449,,,,
2021-04-04,82.3,28.3,59.0,,9768,,,,
2021-04-05,,,,,13140,,,,
2021-04-06,,,,,7111,,,,
2021-04-07,82.3,,,,5676,,,,
2021-04-08,,,,,5474,,,,
2021-04-09,83.2,28.0,59.9,,6066,,,,
2021-04-10,,,,,7168,,,,
2021-04-11,,,,,6267,,,,
2021-04-12,,,,,10279,,,,
2021-04-13,,,,,12099,,,,
2021-04-14,,,,,8467,,,,
2021-04-15,,,,,3571,,,,
2021-04-16,83.0,28.4,59.4,,4074,,,,
2021-04-17,82.8,28.2,59.5,,6655,,,,
2021-04-18,,,,,4387,,,,
2021-04-19,,,,,4531,,,,
2021-04-20,,,,,8563,,,,
2021-04-21,,,,,10330,,,,
2021-04-22,,,,,10872,,,,
2021-04-23,,,,,15909,,,,
2021-04-24,,,,,8687,,,,
2021-04-25,,,,,9962,,,,
2021-04-26,,,,,5812,,,,
2021-04-27,,,,,9178,,,,
2021-04-28,,,,,9071,,,,
2021-04-29,,,,,7875,,,,
2021-04-30,,,,,5476,,,,
