date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2023-10-01,89.8,,,,4659,,,,
2023-10-02,,,,,8028,,,,
2023-10-03,,,,,9840,,,,
2023-10-04,,,,,7027,,,,
2023-10-05,,,,,5896,,,,
2023-10-06,,,,,7583,,,,
2023-10-07,,,,,13652,,,,
2023-10-08,,,,,1415,,,,
2023-10-09,,,,,8181,,,,
2023-10-10,90.0,,,,5923,,,,
2023-10-11,,,,,11396,,,,
2023-10-12,,,,,5571,,,,
2023-10-13,,,,,5085,,,,
2023-10-14,,,,,12367,,,,
2023-10-15,,,,,6664,,,,
2023-10-16,,,,,6502,,,,
2023-10-17,,,,,9186,,,,
2023-10-18,,,,,9582,,,,
2023-10-19,,,,,8103,,,,
2023-10-20,91.0,,,,4786,,,,
2023-10-21,,,,,3546,,,,
2023-10-22,,,,,6811,,,,
2023-10-23,,,,,6826,,,,
2023-10-24,,,,,5585,,,,
2023-10-25,,,,,8181,,,,
2023-10-26,,,,,4843,,,,
2023-10-27,,,,,5855,,,,
2023-10-28,,,,,2873,,,,
2023-10-29,,,,,5803,,,,
2023-10-30,90.6,,,,5274,,,,
2023-10-31,,,,,4972,,,,
