date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2026-02-01,,,,,11605,61,79,6.79,
2026-02-02,84.3,,,,11573,67,86,6.70,
2026-02-03,84.5,,,,14982,64,78,7.00,
2026-02-04,,,,,2840,63,71,4.83,
2026-02-05,,,,,16147,66,84,8.56,
2026-02-06,,,,,6586,63,75,6.93,
2026-02-07,,,,,19758,63,72,6.96,
2026-02-08,,,,,3158,61,72,5.75,
2026-02-09,84.3,,,,10774,62,68,9.20,
2026-02-10,,,,,13702,64,78,6.13,
2026-02-11,,,,,1881,63,73,7.79,
2026-02-12,,,,,15196,60,65,5.58,
2026-02-13,84.8,,,,11691,63,76,6.83,
2026-02-14,85.5,,,,14110,69,76,9.08,
2026-02-15,84.7,,,,15799,70,88,6.10,
2026-02-16,85.5,,,,12713,67,84,6.29,
2026-02-17,85.7,,,,16316,64,78,8.36,
2026-02-18,85.5,,,,10446,67,73,8.61,
2026-02-19,,,,,9202,64,76,6.95,
2026-02-20,85.3,,,,16651,63,72,7.07,
2026-02-21,,,,,3810,,76,8.19,
2026-02-22,,,,,14494,,81,,
2026-02-23,,,,,20187,63,67,6.15,
2026-02-24,84.5,,,,23015,64,72,9.29,
2026-02-25,,,,,11041,67,67,7.67,
2026-02-26,84.2,,,,8208,67,67,7.27,
2026-02-27,84.2,,,,15926,63,81,6.42,
2026-02-28,84.8,,,,8479,63,89,6.18,
