date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2023-08-01,,,,,1871,,,,
2023-08-02,,,,,853,,,,
2023-08-03,,,,,140,,,,
2023-08-04,,,,,4772,,,,
2023-08-05,,,,,5147,,,,
2023-08-06,,,,,7792,,,,
2023-08-07,,,,,1521,,,,
2023-08-08,,,,,5863,,,,
2023-08-09,,,,,8171,,,,
2023-08-10,,,,,7566,,,,
2023-08-11,,,,,8962,,,,
2023-08-12,,,,,3538,,,,
2023-08-13,,,,,5096,,,,
2023-08-14,,,,,7677,,,,
2023-08-15,,,,,3174,,,,
2023-08-16,,,,,225,,,,
2023-08-17,,,,,4486,,,,
2023-08-18,,,,,8617,,,,
2023-08-19,,,,,2084,,,,
2023-08-20,,,,,1464,,,,
2023-08-21,,,,,7030,,,,
2023-08-22,,,,,2006,,,,
2023-08-23,,,,,3994,,,,
2023-08-24,,,,,7232,,,,
2023-08-25,,,,,14199,,,,
2023-08-26,,,,,7693,,,,
2023-08-27,,,,,4977,,,,
2023-08-28,,,,,7688,,,,
2023-08-29,,,,,4110,,,,
2023-08-30,,,,,8139,,,,
2023-08-31,,,,,13422,,,,
