date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2024-03-01,,,,,981,,,,
2024-03-02,,,,,1422,,,,
2024-03-03,,,,,3177,,,,
2024-03-04,,,,,1872,,,,
2024-03-05,,,,,5645,,,,
2024-03-06,,,,,17720,,,,
2024-03-07,,,,,16866,,,,
2024-03-08,,,,,20521,,,,
2024-03-09,,,,,11223,,,,
2024-03-10,90.3,,,,4227,,,,
2024-03-11,,,,,12327,,,,
2024-03-12,,,,,8489,,,,
2024-03-13,89.5,,,,12301,,,,
2024-03-14,,,,,8640,,,,
2024-03-15,,,,,3550,,,,
2024-03-16,92.1,,,,3955,,,,
2024-03-17,,,,,5169,,,,
2024-03-18,,,,,5898,,,,
2024-03-19,,,,,7216,,,,
2024-03-20,,,,,7206,,,,
2024-03-21,92.2,,,,7526,,,,
2024-03-22,,,,,1220,,,,
2024-03-23,,,,,1674,,,,
2024-03-24,,,,,3895,,,,
2024-03-25,91.4,,,,7015,,,,
2024-03-26,,,,,1866,,,,
2024-03-27,,,,,7065,,,,
2024-03-28,,,,,6730,,,,
2024-03-29,,,,,6814,,,,
2024-03-30,91.2,,,,8886,,,,
2024-03-31,,,,,9700,,,,
