date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2022-03-01,,,,,8929,,,,
2022-03-02,,,,,10302,,,,
2022-03-03,,,,,12495,,,,
2022-03-04,,,,,8016,,,,
2022-03-05,,,,,1569,,,,
2022-03-06,,,,,10269,,,,
2022-03-07,,,,,9329,,,,
2022-03-08,,,,,5148,,,,
2022-03-09,,,,,5162,,,,
2022-03-10,,,,,4008,,,,
2022-03-11,,,,,6006,,,,
2022-03-12,,,,,6571,,,,
2022-03-13,,,,,10675,,,,
2022-03-14,,,,,7499,,,,
2022-03-15,,,,,5041,,,,
2022-03-16,,,,,5550,,,,
2022-03-17,,,,,7928,,,,
2022-03-18,82.2,38.7,50.4,,2777,,,,
2022-03-19,,,,,7346,,,,
2022-03-20,,,,,6478,,,,
2022-03-21,,,,,9355,,,,
2022-03-22,,,,,6197,,,,
2022-03-23,,,,,7661,,,,
2022-03-24,,,,,5245,,,,
2022-03-25,,,,,3211,,,,
2022-03-26,,,,,8026,,,,
2022-03-27,,,,,5114,,,,
2022-03-28,,,,,8836,,,,
2022-03-29,,,,,10186,,,,
2022-03-30,,,,,8630,,,,
2022-03-31,,,,,7003,,,,
