date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2025-02-01,,,,,7692,,,,
2025-02-02,,,,,1344,,,,
2025-02-03,82.3,,,,6310,,,,
2025-02-04,,,,,4556,,,,
2025-02-05,,,,,6886,,,,
2025-02-06,,,,,6076,,68,,
2025-02-07,,,,,5044,,,,
2025-02-08,,,,,8194,,,,
2025-02-09,,,,,12841,,,,
2025-02-10,,,,,6913,,,,
2025-02-11,,,,,7189,,,,
2025-02-12,81.0,,,,17010,,107,,
2025-02-13,,,,,2776,,,,
2025-02-14,,,,,5163,,,,
2025-02-15,,,,,6847,,,,
2025-02-16,,,,,5920,,,,
2025-02-17,,,,,7700,,,,
2025-02-18,,,,,1674,,,,
2025-02-19,80.7,,,,7471,,,,
2025-02-20,,,,,7849,,,,
2025-02-21,,,,,467,,,,
2025-02-22,,,,,3195,,,,
2025-02-23,,,,,12618,,,,
2025-02-24,,,,,4246,,,,
2025-02-25,,,,,4901,,100,,
2025-02-26,81.4,,,,2988,,,,
2025-02-27,,,,,5201,,,,
2025-02-28,,,,,833,,,,
