date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2021-09-01,,,,,15465,,,,
2021-09-02,,,,,10313,,,,
2021-09-03,,,,,6083,,,,
2021-09-04,,,,,2625,,,,
2021-09-05,,,,,9199,,,,
2021-09-06,,,,,11558,,,,
2021-09-07,,,,,6701,,,,
2021-09-08,,,,,12061,,,,
2021-09-09,,,,,5962,,,,
2021-09-10,80.6,27.3,58.6,,5887,,,,
2021-09-11,80.7,27.6,58.4,,7110,,,,
2021-09-12,,,,,11771,,,,
2021-09-13,,,,,6055,,,,
2021-09-14,,,,,6925,,,,
2021-09-15,,,,,8829,,,,
2021-09-16,,,,,9290,,,,
2021-09-17,,,,,2128,,,,
2021-09-18,,,,,4384,,,,
2021-09-19,,,,,5143,,,,
2021-09-20,,,,,8257,,,,
2021-09-21,,,,,7422,,,,
2021-09-22,,,,,9302,,,,
2021-09-23,,,,,6330,,,,
2021-09-24,,,,,9202,,,,
2021-09-25,,,,,8574,,,,
2021-09-26,,,,,9354,,,,
2021-09-27,,,,,5578,,,,
2021-09-28,,,,,6892,,,,
2021-09-29,,,,,14947,,,,
2021-09-30,81.3,27.8,58.6,,9562,,,,
