date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2021-03-01,,,,,9323,,,,
2021-03-02,,,,,1560,,,,
2021-03-03,,,,,674,,,,
2021-03-04,,,,,1724,,,,
2021-03-05,,,,,10287,,,,
2021-03-06,,,,,7233,,,,
2021-03-07,,,,,3461,,,,
2021-03-08,,,,,9776,,,,
2021-03-09,87.5,30.2,61.1,,10637,,,,
2021-03-10,86.4,,,,487,,,,
2021-03-11,84.6,29.4,59.7,,5940,,,,
2021-03-12,,,,,8168,,,,
2021-03-13,85.4,29.6,60.1,,10404,,,,
2021-03-14,85.5,29.5,60.2,,1409,,,,
2021-03-15,86.0,29.5,60.6,,1044,,,,
2021-03-16,85.4,29.3,60.4,,5360,,,,
2021-03-17,84.9,29.4,59.9,,7902,,,,
2021-03-18,84.3,28.9,59.9,,14673,,,,
2021-03-19,,,,,4811,,,,
2021-03-20,86.1,29.7,60.7,,6606,,,,
2021-03-21,,,,,14045,,,,
2021-03-22,,,,,11143,,,,
2021-03-23,,,,,15676,,,,
2021-03-24,,,,,9040,,,,
2021-03-25,,,,,10087,,,,
2021-03-26,,,,,15600,,,,
2021-03-27,,,,,7762,,,,
2021-03-28,,,,,7799,,,,
2021-03-29,,,,,6745,,,,
2021-03-30,,,,,8202,,,,
2021-03-31,,,,,7161,,,,
