date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2026-04-01,84.8,,,,14470,62,70,6.83,
2026-04-02,83.3,,,,22071,66,99,8.10,
2026-04-03,,,,,42426,67,84,4.72,
2026-04-04,,,,,32609,65,70,8.93,
2026-04-05,,,,,15564,56,53,8.50,
2026-04-06,,,,,47473,65,61.5294,6.38,
2026-04-07,,,,,31910,70,100,9.31,
2026-04-08,,,,,36209,64,71,6.78,
2026-04-09,,,,,26061,64,62,7.96,
2026-04-10,83.9,,,,3022,56,80,6.81,
2026-04-11,,,,,22736,63,73,7.10,
2026-04-12,,,,,1218,63,70,8.00,
2026-04-13,,,,,21609,66,78,9.58,
2026-04-14,85.2,,,,12744,70,72,7.95,
2026-04-15,86.5,,,,20213,67,70,8.87,
2026-04-16,85.3,,,,16411,66,65,7.25,
2026-04-17,85.0,,,,4855,61,73,7.65,
2026-04-18,,,,,17456,67,73,8.15,
2026-04-19,87.0,,,,6466,68,70,9.39,
2026-04-20,86.5,,,,16236,64,72,7.88,
2026-04-21,85.0,,,,10947,72,72,6.19,
2026-04-22,86.0,,,,13777,66,74,5.63,
2026-04-23,,,,,3242,64,67,6.26,
2026-04-24,,,,,15036,67,76,8.01,
2026-04-25,,,,,10244,63,74,4.86,
2026-04-26,86.0,,,,12911,64,64,5.72,
2026-04-27,86.2,,,,13362,63,70,7.37,
2026-04-28,85.5,,,,3045,63,78,4.11,
2026-04-29,85.5,,,,18068,63,69,10.23,
2026-04-30,85.2,,,,16744,66,66,6.80,
