date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2023-02-01,,,,,4482,,,,
2023-02-02,,,,,8186,,,,
2023-02-03,,,,,6458,,,,
2023-02-04,,,,,6598,,,,
2023-02-05,,,,,3947,,,,
2023-02-06,,,,,8443,,,,
2023-02-07,,,,,9272,,,,
2023-02-08,85.0,39.7,51.3,,6910,,,,
2023-02-09,,,,,6924,,,,
2023-02-10,84.2,39.8,50.7,,6215,,,,
2023-02-11,,,,,4390,,,,
2023-02-12,,,,,4163,,,,
2023-02-13,,,,,4860,,,,
2023-02-14,82.9,39.3,50.3,,8486,,,,
2023-02-15,,,,,8652,,,,
2023-02-16,,,,,7533,,,,
2023-02-17,,,,,6773,,,,
2023-02-18,,,,,2311,,,,
2023-02-19,,,,,4097,,,,
2023-02-20,,,,,7775,,,,
2023-02-21,,,,,7389,,,,
2023-02-22,,,,,760,,,,
2023-02-23,,,,,1044,,,,
2023-02-24,,,,,1379,,,,
2023-02-25,,,,,3242,,,,
2023-02-26,,,,,4395,,,,
2023-02-27,,,,,5845,,,,
2023-02-28,84.2,,,,8765,,,,
