date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2023-09-01,,,,,14552,,,,
2023-09-02,,,,,17467,,,,
2023-09-03,,,,,10370,,,,
2023-09-04,,,,,5428,,,,
2023-09-05,,,,,10379,,,,
2023-09-06,,,,,9031,,,,
2023-09-07,,,,,12321,,,,
2023-09-08,,,,,7198,,,,
2023-09-09,,,,,4344,,,,
2023-09-10,,,,,11850,,,,
2023-09-11,,,,,6138,,,,
2023-09-12,,,,,6417,,,,
2023-09-13,,,,,7189,,,,
2023-09-14,,,,,7553,,,,
2023-09-15,,,,,6332,,,,
2023-09-16,,,,,8653,,,,
2023-09-17,,,,,7059,,,,
2023-09-18,,,,,8138,,,,
2023-09-19,,,,,8424,,,,
2023-09-20,,,,,7488,,,,
2023-09-21,,,,,8974,,,,
2023-09-22,,,,,2780,,,,
2023-09-23,,,,,4067,,,,
2023-09-24,,,,,7481,,,,
2023-09-25,91.3,,,,3299,,,,
2023-09-26,,,,,7706,,,,
2023-09-27,90.6,,,,5412,,,,
2023-09-28,,,,,8591,,,,
2023-09-29,,,,,2900,,,,
2023-09-30,,,,,9514,,,,
