date,weight_kg,body_fat_pct,muscle_kg,bmr,steps,resting_hr,avg_hr,sleep_h,notes
2021-01-01,,,,,1573,,,,
2021-01-02,87.2,30.1,61.0,,4539,,,,
2021-01-03,,,,,2559,,,,
2021-01-04,,,,,7651,,,,
2021-01-05,,,,,5853,,,,
2021-01-06,,,,,5411,,,,
2021-01-07,,,,,6955,,,,
2021-01-08,,,,,4915,,,,
2021-01-09,,,,,3512,,,,
2021-01-10,,,,,3991,,,,
2021-01-11,,,,,7678,,,,
2021-01-12,,,,,6436,,,,
2021-01-13,,,,,3306,,,,
2021-01-14,,,,,3239,,,,
2021-01-15,85.5,29.4,60.4,,4701,,,,
2021-01-16,,,,,9078,,,,
2021-01-17,,,,,2275,,,,
2021-01-18,,,,,6892,,,,
2021-01-19,,,,,5184,,,,
2021-01-20,,,,,13390,,,,
2021-01-21,,,,,2546,,,,
2021-01-22,,,,,4910,,,,
2021-01-23,,,,,655,,,,
2021-01-24,,,,,3980,,,,
2021-01-25,,,,,6868,,,,
2021-01-26,86.3,30.2,60.2,,3670,,,,
2021-01-27,,,,,6083,,,,
2021-01-28,,,,,2008,,,,
2021-01-29,,,,,4998,,,,
2021-01-30,,,,,18067,,,,
2021-01-31,,,,,142,,,,
